os.,Wichrowe WzgÛrze,Wichrowe,W. WzgÛrze
os.,Winiary,Winiary,Winiary
os.,W≥adys≥awa Jagie≥≥y,Jagie≥≥y,W. Jagie≥≥y
os.,W≥adys≥awa £okietka,£okietka,W. £okietka
os.,Zodiak,Zodiak,Zodiak
os.,ZwyciÍstwa,ZwyciÍstwa,ZwyciÍstwa
os.,Zygmunta Starego,Zygmunta,Z. Starego
pl.,Adama Mickiewicza,Mickiewicza,Mickiewicza Adama
pl.,Asnyka Adama,Asnyka,Adama Asnyka
pl.,BernardyÒski,BernardyÒski,BernardyÒski
pl.,Bystrzyckiego,Bystrzyckiego,Przemys≥awa Bystrzyckiego
pl.,Degi Wiktora,Degi,Wiktora Degi
pl.,Kolegiacki,Kolegiacki,Kolegiacki
pl.,Lipowy,Lipowy,Lipowy
pl.,MiÍdzymoúcie,MiÍdzymoúcie,MiÍdzymoúcie
pl.,Niepodleg≥oúci,Niepodleg≥oúci,Niepodleg≥oúci
pl.,Nowakowskiego Kazimierza,Nowakowskiego,Kazimierza Nowakowskiego
pl.,Orawski,Orawski,Orawski
pl.,Ratajskiego Cyryla,Ratajskiego,Cyryla Ratajskiego
pl.,Sk≥odowskiej-Curie Marii,Sk≥odowskiej-Curie,Marii Curie-Sk≥odowskiej
pl.,Spiski,Spiski,Spiski
pl.,åwiatowida,åwiatowida,åwiatowida
pl.,WaryÒskiego Ludwika,WaryÒskiego,Ludwika WaryÒskiego
pl.,Wielkopolski,Wlkp,Wielkopolski
pl.,Wiosny LudÛw,Wiosny LudÛw,Wiosny LudÛw
pl.,W≥asy≥awa Andersa,Andersa,Andersa W≥asy≥awa
pl.,Wolnoúci,Wolnoúci,Wolnoúci
pl.,WyspiaÒskiego Stanis≥awa,WyspiaÒskiego,Stanis≥awa WyspiaÒskiego
pl.,Zbawiciela,Zbawiciela,Zbawiciela
rondo,Kaponiera,Kaponiera,Kaponiera
rondo,Nowaka-JezioraÒskiego Jana,JezioraÒskiego,J. Nowaka
rondo,Obornickie,Obornickie,Obornickie
rondo,Rataje,Rataje,Rataje
rondo,Solidarnoúci,Solidarnoúci,Solidarnoúci
rondo,Staro≥Íka,Staro≥Íka,Staro≥Íka
rondo,årÛdka,årÛdka,årÛdka
rondo,Øegrze,Øegrze,Øegrze
rynek,Jeøycki,Jeøycki,Jeøycki
rynek,£azarski,£azarski,£azarski
rynek,årÛdecki,årÛdecki,årÛdecki
rynek,Wildecki,Wildecki,Wildecki
rynek,Wschodni,Wschodni,Wschodni
skwer,Bogdana JaÒskiego,JaÒskiego,JaÒskiego Bogdana
skwer,Ignacego £ukasiewicza,£ukasiewicza,£ukasiewicza Ignacego
skwer,Ireny Bobowskiej,Bobowskiej,Bobowskiej Ireny
skwer,Janusza ZiÛ≥kowskiego,ZiÛ≥kowskiego,ZiÛ≥kowskiego Janusza
skwer,Jerzego Kurczewskiego,Kurczewskiego,Kurczewskiego Jerzego
skwer,Kazimierza Nowaka,Nowaka,Nowaka Kazimierza
skwer,Rabina Akiwy Egera,Egera,Akiwy Egera
skwer,Romana Wilhelmiego,Wilhelmiego,Wilhelmiego Romana
skwer,Zielone OgrÛdki,Zielone OgrÛdki,Zielone OgrÛdki
tunel,Komandoria,Komandoria,Komandoria
tunel,Leszka,Leszka,Leszka
tunel,£omøyÒski,£omøyÒski,£omøyÒski
tunel,Mi≥ostowo,Mi≥ostowo,Mi≥ostowo
tunel,MogileÒski,MogileÒski,MogileÒski
tunel,Tumski,Tumski,Tumski
ul.,23 Lutego,23 Luty,23 Lutego
ul.,27 Grudnia,27 Grudnia,27 Grudnia
ul.,28 Czerwca 1956 r.,28 Czerwca,28 Czerwca 1956
ul.,3 Maja,3 Maja,3 Maja
ul.,5 Stycznia,5 Stycznia,5 Stycznia
ul.,9 Maja,9 Maja,9 Maja
ul.,A2,A2,A2
ul.,abpa Antoniego Baraniaka,Baraniaka,abp Antoniego Baraniaka
ul.,abpa Walentego Dymka,Dymka,abp Walentego Dymka
ul.,Abrahama,Abrahama,Abrahama
ul.,Adamanisa,Adamanisa,Adamanisa
ul.,Admiralska,Admiralska,Admiralska
ul.,Agatowa,Agatowa,Agatowa
ul.,Agrestowa,Agrestowa,Agrestowa
ul.,Ajdukiewicza Kazimierza,Ajdukiewicza,Kazimierza Ajdukiewicza
ul.,Ajschylosa,Ajschylosa,Ajschylosa
ul.,Akacjowa,Akacjowa,Akacjowa
ul.,AlbaÒska,AlbaÒska,AlbaÒska
ul.,Altanowa,Altanowa,Altanowa
ul.,Altera,Altera,Altera
ul.,Alzacka,Alzacka,Alzacka
ul.,Ametystowa,Ametystowa,Ametystowa
ul.,Ananasowa,Ananasowa,Ananasowa
ul.,Andaluzyjska,Andaluzyjska,Andaluzyjska
ul.,Andersena,Andersena,Andersena
ul.,Andrychowska,Andrychowska,Andrychowska
ul.,Andrzejewskiego Antoniego,Andrzejewskiego,Antoniego Andrzejewskiego
ul.,Antoniego úw.,úw. Antoniego,úw. Antoniego
ul.,Anyøowa,Anyøowa,Anyøowa
ul.,AragoÒska,AragoÒska,AragoÒska
ul.,ArchitektÛw,ArchitektÛw,ArchitektÛw
ul.,Arciszewskiego Krzysztofa,Arciszewskiego,Krzysztofa Arciszewskiego
ul.,Arcta,Arcta,Arcta
ul.,Arctowskiego,Arctowskiego,Arctowskiego
ul.,ArkoÒska,ArkoÒska,ArkoÒska
ul.,ArmeÒska,ArmeÒska,ArmeÒska
ul.,Armii Ludowej,Armii Ludowej,Armii Ludowej
ul.,Arnikowa,Arnikowa,Arnikowa
ul.,Aroniowa,Aroniowa,Aroniowa
ul.,Arystofanesa,Arystofanesa,Arystofanesa
ul.,Asnyka Adama,Asnyka,Adama Asnyka
ul.,Astrowa,Astrowa,Astrowa
ul.,Augustowska,Augustowska,Augustowska
ul.,Azaliowa,Azaliowa,Azaliowa
ul.,Babicka,Babicka,Babicka
ul.,Babimojska,Babimojska,Babimojska
ul.,BaczyÒskiego Krzysztofa,BaczyÒskiego,Krzysztofa BaczyÒskiego
ul.,Bajana Jerzego,Bajana,Jerzego Bajana
ul.,Balickiego Stefana,Balickiego,Stefana Balickiego
ul.,Ballenstedta Lucjana,Ballenstedta,Lucjana Ballenstedta
ul.,Balonowa,Balonowa,Balonowa
ul.,Ba≥tycka,Ba≥tycka,Ba≥tycka
ul.,Ba≥uckiego,Ba≥uckiego,Micha≥a Ba≥uckiego
ul.,Bananowa,Bananowa,Bananowa
ul.,Barana,Barana,Barana
ul.,Baranowska,Baranowska,Baranowska
ul.,Barbary úw.,Barbary,úw. Barbary
ul.,BarciÒska,BarciÒska,BarciÒska
ul.,Barczewska,Barczewska,Barczewska
ul.,Barlinecka,Barlinecka,Barlinecka
ul.,Barska,Barska,Barska
ul.,Bartnicza,Bartnicza,Bartnicza
ul.,Bartoszycka,Bartoszycka,Bartoszycka
ul.,Barwicka,Barwicka,Barwicka
ul.,BarzyÒskiego Micha≥a,BarzyÒskiego,Micha≥a BarzyÒskiego
ul.,Bastionowa,Bastionowa,Bastionowa
ul.,Baúniowa,Baúniowa,Baúniowa
ul.,BatalionÛw Ch≥opskich,BatalionÛw Ch≥opskich,BatalionÛw Ch≥opskich
ul.,Bazyliowa,Bazyliowa,Bazyliowa
ul.,Bπka Wojciecha,Bπka,Wojciecha Bπka
ul.,Bednarska,Bednarska,Bednarska
ul.,Begoniowa,Begoniowa,Begoniowa
ul.,Belwederska,Belwederska,Belwederska
ul.,Be≥chatowska,Be≥chatowska,Be≥chatowska
ul.,Be≥zy W≥adys≥awa,Be≥zy,W≥adys≥awa Be≥zy
ul.,Berdychowo,Berdychowo,Berdychowo
ul.,Berestecka,Berestecka,Berestecka
ul.,Bergera Gothilfa,Bergera,Gothilfa Bergera
ul.,Berlinga Zygmunta,Berlinga,Zygmunta Berlinga
ul.,BerwiÒskiego Ryszarda,BerwiÒskiego,Ryszarda BerwiÒskiego
ul.,Berylowa,Berylowa,Berylowa
ul.,Beskidzka,Beskidzka,Beskidzka
ul.,BÍdlewska,BÍdlewska,BÍdlewska
ul.,BÍdziÒska,BÍdziÒska,BÍdziÒska
ul.,Bia≥a,Bia≥a,Bia≥a
ul.,Bia≥czaÒska,Bia≥czaÒska,Bia≥czaÒska
ul.,Bia≥oborska,Bia≥oborska,Bia≥oborska
ul.,Bia≥obrzeska,Bia≥obrzeska,Bia≥obrzeska
ul.,Bia≥ogardzka,Bia≥ogardzka,Bia≥ogardzka
ul.,Bia≥oruska,Bia≥oruska,Bia≥oruska
ul.,Bia≥ostocka,Bia≥ostocka,Bia≥ostocka
ul.,Bia≥oúliwska,Bia≥oúliwska,Bia≥oúliwska
ul.,BiebrzaÒska,BiebrzaÒska,BiebrzaÒska
ul.,Biecka,Biecka,Biecka
ul.,Biedrzyckiego Adama,Biedrzyckiego,Adama Biedrzyckiego
ul.,BiegaÒskiego W≥adys≥awa,BiegaÒskiego,W≥adys≥awa BiegaÒskiego
ul.,Bielniki,Bielniki,Bielniki
ul.,Bielska,Bielska,Bielska
ul.,Bieszczady,Bieszczady,Bieszczady
ul.,BillewiczÛwny OleÒki,BillewiczÛwny,OleÒki BillewiczÛwny
ul.,Bi≥gorajska,Bi≥gorajska,Bi≥gorajska
ul.,BiskupiÒska,BiskupiÒska,BiskupiÒska
ul.,Bitwy pod Siekierkami,Bitwy pod Siekierkami,Bitwy pod Siekierkami
ul.,Bitwy pod Studziankami,Bitwy pod Studziankami,Bitwy pod Studziankami
ul.,Biwakowa,Biwakowa,Biwakowa
ul.,Blacharska,Blacharska,Blacharska
ul.,Bliüniπt,Bliüniπt,Bliüniπt
ul.,Bluszczowa,Bluszczowa,Bluszczowa
ul.,B≥awatkowa,B≥awatkowa,B≥awatkowa
ul.,B≥aøeja,B≥aøeja,B≥aøeja
ul.,B≥Íkitna,B≥Íkitna,B≥Íkitna
ul.,B≥oÒska,B≥oÒska,B≥oÒska
ul.,B≥otna,B≥otna,B≥otna
ul.,BniÒska,BniÒska,BniÒska
ul.,BniÒskiego,BniÒskiego,BniÒskiego
ul.,Bobolicka,Bobolicka,Bobolicka
ul.,Bobrownicka,Bobrownicka,Bobrownicka
ul.,BobrzaÒska,BobrzaÒska,BobrzaÒska
ul.,Bociania,Bociania,Bociania
ul.,Boczna,Boczna,Boczna
ul.,Boczowska,Boczowska,Boczowska
ul.,Bodawska,Bodawska,Bodawska
ul.,Bogumi≥a,Bogumi≥a,Bogumi≥a
ul.,Bogus≥awa,Bogus≥awa,Bogus≥awa
ul.,Bogus≥awskiego Wojciecha,Bogus≥awskiego,Wojciecha Bogus≥awskiego
ul.,Bogusza,Bogusza,Bogusza
ul.,BohaterÛw Westerplatte,BohaterÛw Westerplatte,BohaterÛw Westerplatte
ul.,BohuszewiczÛwny Marii,BohuszewiczÛwny,Marii BohuszewiczÛwny
ul.,Bojanowska,Bojanowska,Bojanowska
ul.,Bojerowa,Bojerowa,Bojerowa
ul.,Boles≥awy,Boles≥awy,Boles≥awy
ul.,Bolka,Bolka,Bolka
ul.,Bolkowicka,Bolkowicka,Bolkowicka
ul.,Bonin,Bonin,Bonin
ul.,Boranta,Boranta,Boranta
ul.,Borecka,Borecka,Borecka
ul.,Borowa,Borowa,Borowa
ul.,Borowikowa,Borowikowa,Borowikowa
ul.,BorÛwki,BorÛwki,BorÛwki
ul.,BorÛwkowa,BorÛwkowa,BorÛwkowa
ul.,Borsucza,Borsucza,Borsucza
ul.,Bortnowskiego W≥adys≥awa,Bortnowskiego,W≥adys≥awa Bortnowskiego
ul.,Boruty,Boruty,Boruty
ul.,Bosa,Bosa,Bosa
ul.,BosmaÒska,BosmaÒska,BosmaÒska
ul.,Botaniczna,Botaniczna,Botaniczna
ul.,Boya-ØeleÒskiego Tadeusza,Boya-ØeleÒskiego,Tadeusza Boya-ØeleÒskiego
ul.,Boøeny,Boøeny,Boøeny
ul.,Boøydara,Boøydara,Boøydara
ul.,Boøymira,Boøymira,Boøymira
ul.,Boøywoja,Boøywoja,Boøywoja
ul.,BÛønicza,BÛønicza,BÛønicza
ul.,Braille'a Ludwika,Braille'a,Brailla
ul.,Brandstaettera Romana,Brandstaettera,Romana Brandstaettera
ul.,Brandysa,Brandysa,Kazimierza Brandysa
ul.,Braniborska,Braniborska,Braniborska
ul.,Braniewska,Braniewska,Braniewska
ul.,Bras≥awska,Bras≥awska,Bras≥awska
ul.,Bratkowa,Bratkowa,Bratkowa
ul.,Bratumi≥y,Bratumi≥y,Bratumi≥y
ul.,Brodnicka,Brodnicka,Brodnicka
ul.,Broniewskiego Stanis≥awa,Broniewskiego,Stanis≥awa Broniewskiego
ul.,Bronis≥awa,Bronis≥awa,Bronis≥awa
ul.,Bronisza,Bronisza,Bronisza
ul.,Bronowa,Bronowa,Bronowa
ul.,Brossa Kazimierza,Brossa,Kazimierza Brossa
ul.,Browarna,Browarna,Browarna
ul.,Bruzdowa,Bruzdowa,Bruzdowa
ul.,Brylantowa,Brylantowa,Brylantowa
ul.,Brzask,Brzask,Brzask
ul.,Brzechwy Jana,Brzechwy,Jana Brzechwy
ul.,Brzeska,Brzeska,Brzeska
ul.,Brzeünicka,Brzeünicka,Brzeünicka
ul.,Brzoskwiniowa,Brzoskwiniowa,Brzoskwiniowa
ul.,Brzozowa,Brzozowa,Brzozowa
ul.,BrzÛski,BrzÛski,BrzÛski
ul.,Buczka Karola,Buczka,Karola Buczka
ul.,Budzis≥awa,Budzis≥awa,Budzis≥awa
ul.,BudziszyÒska,BudziszyÒska,BudziszyÒska
ul.,BudzyÒska,BudzyÒska,BudzyÒska
ul.,Bukowa,Bukowa,Bukowa
ul.,Bukowska,Bukowska,Bukowska
ul.,Bu≥garska,Bu≥garska,Bu≥garska
ul.,Bu≥hakowa Michai≥a,Bu≥hakowa,Michai≥a Bu≥hakowa
ul.,Bunina Iwana,Bunina,Iwana Bunina
ul.,Bunscha Karola,Bunscha,Karola Bunscha
ul.,Burgundzka,Burgundzka,Burgundzka
ul.,Burszty JÛzefa,Burszty,JÛzefa Burszty
ul.,Bursztynowa,Bursztynowa,Bursztynowa
ul.,Burys≥awa,Burys≥awa,Burys≥awa
ul.,Burzowa,Burzowa,Burzowa
ul.,BurzyÒskiego Zbigniewa,BurzyÒskiego,Zbigniewa BurzyÒskiego
ul.,Buska,Buska,Buska
ul.,Butryma JÛzwy,Butryma,JÛzwy Butryma
ul.,BuøaÒska,BuøaÒska,BuøaÒska
ul.,Bychawska,Bychawska,Bychawska
ul.,ByczyÒska,ByczyÒska,ByczyÒska
ul.,Bydgoska,Bydgoska,Bydgoska
ul.,Bylicowa,Bylicowa,Bylicowa
ul.,Bystra,Bystra,Bystra
ul.,Bystrzycka,Bystrzycka,Bystrzycka
ul.,Bytomska,Bytomska,Bytomska
ul.,Bzowa,Bzowa,Bzowa
ul.,Calliera Edmunda,Calliera,Edmunda Calliera
ul.,Cedrowa,Cedrowa,Cedrowa
ul.,CedzyÒska,CedzyÒska,CedzyÒska
ul.,Cegielskiego Hipolita,Cegielskiego,Hipolita Cegielskiego
ul.,Ceglana,Ceglana,Ceglana
ul.,Celichowskich,Celichowskich,Celichowskich
ul.,Ceramiczna,Ceramiczna,Ceramiczna
ul.,Cetniewska,Cetniewska,Cetniewska
ul.,Chabrowa,Chabrowa,Chabrowa
ul.,Chartowo,Chartowo,Chartowo
ul.,Charzykowska,Charzykowska,Charzykowska
ul.,Che≥miÒska,Che≥miÒska,Che≥miÒska
ul.,Che≥moÒskiego JÛzefa,Che≥moÒskiego,JÛzefa Che≥moÒskiego
ul.,Chemiczna,Chemiczna,Chemiczna
ul.,ChÍciÒska,ChÍciÒska,ChÍciÒska
ul.,Chlebowa,Chlebowa,Chlebowa
ul.,Ch≥apowskiego Dezyderego,Ch≥apowskiego,Dezyderego Ch≥apowskiego
ul.,Ch≥odna,Ch≥odna,Ch≥odna
ul.,Chmielna,Chmielna,Chmielna
ul.,Chmurna,Chmurna,Chmurna
ul.,Chocho≥owska,Chocho≥owska,Chocho≥owska
ul.,Chociebora,Chociebora,Chociebora
ul.,Chocimska,Chocimska,Chocimska
ul.,Chociszewskiego JÛzefa,Chociszewskiego,JÛzefa Chociszewskiego
ul.,Chodzieska,Chodzieska,Chodzieska
ul.,Chojnicka,Chojnicka,Chojnicka
ul.,ChomÍcicka,ChomÍcicka,ChomÍcicka
ul.,Chopina Fryderyka,Chopina,Fryderyka Chopina
ul.,ChotomiÒska,ChotomiÒska,ChotomiÒska
ul.,Chrobacka,Chrobacka,Chrobacka
ul.,Chryzantemowa,Chryzantemowa,Chryzantemowa
ul.,Chrzanowska,Chrzanowska,Chrzanowska
ul.,Chwaliszewo,Chwaliszewo,Chwaliszewo
ul.,Chwia≥kowskiego Marcina,Chwia≥kowskiego,Marcina Chwia≥kowskiego
ul.,ChyøaÒska,ChyøaÒska,ChyøaÒska
ul.,Ciasna,Ciasna,Ciasna
ul.,Cicha,Cicha,Cicha
ul.,CiechociÒska,CiechociÒska,CiechociÒska
ul.,Cienista,Cienista,Cienista
ul.,Cieplicka,Cieplicka,Cieplicka
ul.,Cieszkowskiego Augusta,Cieszkowskiego,Augusta Cieszkowskiego
ul.,Cieszymira,Cieszymira,Cieszymira
ul.,CieszyÒska,CieszyÒska,CieszyÒska
ul.,Cisowa,Cisowa,Cisowa
ul.,Cmentarna,Cmentarna,Cmentarna
ul.,CybiÒska,CybiÒska,CybiÒska
ul.,Cybulskiego Wojciecha,Cybulskiego,Wojciecha Cybulskiego
ul.,Cymsa Paw≥a,Cymsa,Paw≥a Cymsa
ul.,Cynamonowa,Cynamonowa,Cynamonowa
ul.,Cyniowa,Cyniowa,Cyniowa
ul.,Cyprysowa,Cyprysowa,Cyprysowa
ul.,Cyraneczki,Cyraneczki,Cyraneczki
ul.,Cyrkoniowa,Cyrkoniowa,Cyrkoniowa
ul.,Cytrynowa,Cytrynowa,Cytrynowa
ul.,Czajcza,Czajcza,Czajcza
ul.,Czapla,Czapla,Czapla
ul.,Czaplinecka,Czaplinecka,Czaplinecka
ul.,Czarna Rola,Czarna Rola,Czarna Rola
ul.,Czarnieckiego Stefana,Czarnieckiego,Stefana Czarnieckiego
ul.,Czarnkowska,Czarnkowska,Czarnkowska
ul.,Czarnohorska,Czarnohorska,Czarnohorska
ul.,Czarnucha,Czarnucha,Czarnucha
ul.,Czartoria,Czartoria,Czartoria
ul.,Czechos≥owacka,Czechos≥owacka,Czechos≥owacka
ul.,Czechowa,Czechowa,Czechowa
ul.,Czechowska,Czechowska,Czechowska
ul.,Czekalskie,Czekalskie,Czekalskie
ul.,Czekanowskiego,Czekanowskiego,Czekanowskiego
ul.,Czekoladowa,Czekoladowa,Czekoladowa
ul.,Czeladzka,Czeladzka,Czeladzka
ul.,CzempiÒska,CzempiÒska,CzempiÒska
ul.,Czeremchowa,Czeremchowa,Czeremchowa
ul.,Czereúniowa,Czereúniowa,Czereúniowa
ul.,Czernichowska,Czernichowska,Czernichowska
ul.,Czerniejewska,Czerniejewska,Czerniejewska
ul.,Czernika Stanis≥awa,Czernika,Stanis≥awa Czernika
ul.,Czerska,Czerska,Czerska
ul.,CzerwiÒskiego Boles≥awa,CzerwiÒskiego,Boles≥awa CzerwiÒskiego
ul.,Czes≥awa úw.,Czes≥awa,úw. Czes≥awa
ul.,Czeúnikowska,Czeúnikowska,Czeúnikowska
ul.,CzÍstochowska,CzÍstochowska,CzÍstochowska
ul.,Cz≥opska,Cz≥opska,Cz≥opska
ul.,Cz≥uchowska,Cz≥uchowska,Cz≥uchowska
ul.,CzorsztyÒska,CzorsztyÒska,CzorsztyÒska
ul.,CzwartakÛw,CzwartakÛw,CzwartakÛw
ul.,Czysta,Czysta,Czysta
ul.,∆mielowska,∆mielowska,∆mielowska
ul.,Daktylowa,Daktylowa,Daktylowa
ul.,Daleka,Daleka,Daleka
ul.,DalemiÒska,DalemiÒska,DalemiÒska
ul.,Daliowa,Daliowa,Daliowa
ul.,Danuty,Danuty,Danuty
ul.,Danysz Anny,Danysz,Anny Danysz
ul.,Dar≥owska,Dar≥owska,Dar≥owska
ul.,Darniowa,Darniowa,Darniowa
ul.,Darzyborska,Darzyborska,Darzyborska
ul.,DarzyÒska,DarzyÒska,DarzyÒska
ul.,Daszewicka,Daszewicka,Daszewicka
ul.,DaszyÒskiego Ignacego,DaszyÒskiego,Ignacego DaszyÒskiego
ul.,Dπbrowskiego Jana Henryka,Dπbrowskiego,Jana Henryka Dπbrowskiego
ul.,DπbrÛwki,DπbrÛwki,DπbrÛwki
ul.,Dedala,Dedala,Dedala
ul.,Dembowskiego Edwarda,Dembowskiego,Edwarda Dembowskiego
ul.,Dereniowa,Dereniowa,Dereniowa
ul.,Deszczowa,Deszczowa,Deszczowa
ul.,Dettloffa SzczÍsnego,Dettloffa,SzczÍsnego Dettloffa
ul.,DÍbicka,DÍbicka,DÍbicka
ul.,DÍbliÒska,DÍbliÒska,DÍbliÒska
ul.,DÍbowa,DÍbowa,DÍbowa
ul.,Diamentowa,Diamentowa,Diamentowa
ul.,D≥uga,D≥uga,D≥uga
ul.,D≥ugosza Jana,D≥ugosza,Jana D≥ugosza
ul.,Dmowskiego Romana,Dmowskiego,Romana Dmowskiego
ul.,DniestrzaÒska,DniestrzaÒska,DniestrzaÒska
ul.,Do Alei,Do Alei,Do Alei
ul.,Dobiegniewska,Dobiegniewska,Dobiegniewska
ul.,Dobra,Dobra,Dobra
ul.,Dobrepole,Dobrepole,Dobrepole
ul.,Dobrochny,Dobrochny,Dobrochny
ul.,DobrodzieÒska,DobrodzieÒska,DobrodzieÒska
ul.,Dobrogojskiego Ignacego,Dobrogojskiego,Ignacego Dobrogojskiego
ul.,Dobromiejska,Dobromiejska,Dobromiejska
ul.,Dobromi≥y,Dobromi≥y,Dobromi≥y
ul.,Dobrowita,Dobrowita,Dobrowita
ul.,Dobrowolskiego Gieorgija,Dobrowolskiego,Gieorgija Dobrowolskiego
ul.,Dobrzyckiego Miko≥aja,Dobrzyckiego,Miko≥aja Dobrzyckiego
ul.,Dojazd,Dojazd,Dojazd
ul.,Dolina,Dolina,Dolina
ul.,Dolna,Dolna,Dolna
ul.,Dolna Wilda,D. Wilda,Dolna Wilda
ul.,Dolne Chyby,Dolne Chyby,Dolne Chyby
ul.,Dolska,Dolska,Dolska
ul.,Domeyki Ignacego,Domeyki,Ignacego Domeyki
ul.,DominikaÒska,DominikaÒska,DominikaÒska
ul.,Dowbora-Muúnickiego JÛzefa,Dowbora-Muúnickiego,JÛzefa Dowbora-Muúnickiego
ul.,Doøynkowa,Doøynkowa,Doøynkowa
ul.,Drawska,Drawska,Drawska
ul.,DrewlaÒska,DrewlaÒska,DrewlaÒska
ul.,Drewsa Romana,Drewsa,Romana Drewsa
ul.,Drobna,Drobna,Drobna
ul.,Drobnika Tomasza,Drobnika,Tomasza Drobnika
ul.,Droga DÍbiÒska,Droga DÍbiÒska,D. DÍbiÒska
ul.,Drogocin,Drogocin,Drogocin
ul.,DrogowcÛw,DrogowcÛw,DrogowcÛw
ul.,Druskienicka,Druskienicka,Druskienicka
ul.,Druøbackiej Eløbiety,Druøbackiej,Eløbiety Druøbackiej
ul.,Druøbickiego Kaspra,Druøbickiego,Kaspra Druøbickiego
ul.,Druøynowa,Druøynowa,Druøynowa
ul.,Drwali,Drwali,Drwali
ul.,DrwÍskiego Jarogniewa,DrwÍskiego,Jarogniewa DrwÍskiego
ul.,Drzewieckiego Conrada,Conrada Drzewieckiego,Conrada Drzewieckiego
ul.,Drzewieckiego Stefana,Drzewieckiego,Stefana Drzewieckiego
ul.,Drzewna,Drzewna,Drzewna
ul.,Drzyma≥y Micha≥a,Drzyma≥y,Micha≥a Drzyma≥y
ul.,Dukielska,Dukielska,Dukielska
ul.,Dunajecka,Dunajecka,Dunajecka
ul.,Dunikowskiego Ksawerego,Dunikowskiego,Ksawerego Dunikowskiego
ul.,Duszna,Duszna,Duszna
ul.,Dusznicka,Dusznicka,Dusznicka
ul.,Dwatory,Dwatory,Dwatory
ul.,Dworcowa,Dworcowa,Dworcowa
ul.,Dworkowa,Dworkowa,Dworkowa
ul.,Dworska,Dworska,Dworska
ul.,Dybowskiego Benedykta Tadeusza,Dybowskiego,Benedykta Tadeusza Dybowskiego
ul.,Dygata,Dygata,Stanis≥awa Dygata
ul.,DziadoszaÒska,DziadoszaÒska,DziadoszaÒska
ul.,Dzia≥kowa,Dzia≥kowa,Dzia≥kowa
ul.,Dzia≥oszycka,Dzia≥oszycka,Dzia≥oszycka
ul.,Dzia≥owa,Dzia≥owa,Dzia≥owa
ul.,Dzia≥yÒskich,Dzia≥yÒskich,Dzia≥yÒskich
ul.,Dzicza,Dzicza,Dzicza
